ID_Hogar;P9030;P9010;P9025S2;P9025S1;P1913S5
73784431;2;1;2;2;10
73784441;4;1;2;2;25
73784451;2;1;2;2;26
73784461;2;1;2;2;8
73784471;2;1;2;2;8
73784481;2;1;2;2;20
73784491;1;1;2;2;8
73784501;4;1;2;2;12
73784521;3;1;2;2;15
73784541;2;1;2;2;8
73784551;1;1;2;2;15
73784561;3;1;2;2;20
73784571;2;1;2;2;15
73784591;1;1;2;2;10
73784601;3;1;2;2;25
73784611;3;1;2;2;20
73784621;1;2;2;2;20
73784631;2;1;2;2;8
73784641;3;1;2;2;25
73784651;1;1;2;2;8
73784661;2;1;2;2;10
73784671;2;1;2;2;30
73784681;2;1;2;2;25
73784691;3;2;2;1;25
73784701;1;1;2;2;10
73784711;2;1;2;2;40
73784721;2;1;2;2;35
73784731;1;1;2;2;8
73784751;2;1;2;2;25
73784761;3;2;2;2;30
73784771;2;1;2;2;15
73784791;3;2;2;1;30
73784801;2;1;2;2;15
73784811;2;1;2;2;20
73784821;2;1;2;2;15
73784831;3;2;2;2;30
73784841;3;1;2;2;25
73784951;3;2;2;2;5
73784981;2;1;2;2;20
73784991;3;2;2;2;5
73785001;2;1;2;2;10
73785011;2;1;2;2;20
73785021;3;1;2;1;13
73785031;2;1;2;2;5
73785071;2;1;2;2;13
73785101;3;1;2;1;12
73785111;2;1;2;2;25
73785121;3;1;2;2;15
73785131;2;1;2;2;30
73785141;3;1;2;2;35
73785151;2;1;2;2;20
73785161;2;1;2;2;15
73785171;3;1;2;2;18
73785201;2;1;2;2;20
73785221;3;1;2;2;24
73785231;2;1;2;2;28
73785241;2;1;2;2;30
73785251;2;1;2;2;30
73785261;2;1;2;2;25
73785271;3;1;2;2;10
73785281;2;1;2;2;30
73785301;3;1;2;2;30
73785311;3;1;2;2;25
73785321;3;1;2;2;30
73785331;2;1;2;2;30
73785341;3;1;2;2;10
73785351;2;1;2;2;30
73785361;3;1;2;2;15
73785391;2;1;2;2;30
73785421;2;1;2;2;25
73785461;2;1;2;2;999
73785471;3;1;2;2;60
73785481;2;1;2;2;120
73785491;3;2;2;2;999
73785501;2;1;2;2;120
73785511;2;1;2;2;60
73785521;3;1;2;2;999
73785531;2;1;2;2;120
73785541;2;1;2;2;60
73785571;2;1;2;2;120
73785581;3;1;2;2;30
73785591;4;1;2;2;120
73785601;2;1;2;2;120
73785611;3;1;2;2;60
73785621;2;1;2;2;120
73785631;2;1;2;2;30
73785641;2;1;2;2;120
73785651;2;2;2;2;999
73785671;2;1;2;2;120
73785681;3;1;2;2;90
73785691;3;1;2;2;32
73785701;2;1;2;2;110
73785711;4;2;2;2;120
73785721;3;1;2;1;999
73785731;2;1;2;2;36
73785741;2;1;2;2;120
73785751;2;1;2;2;60
73785761;2;1;2;2;25
73785771;2;1;2;2;120
73785781;2;1;2;2;90
73785791;2;1;2;2;30
73785801;2;2;2;2;90
73785811;2;1;2;2;30
73785831;2;1;2;2;30
73785841;2;1;2;2;90
73785851;2;1;2;2;90
73785861;3;1;2;2;120
73785871;3;1;2;2;120
73785881;2;1;2;2;30
73785891;2;1;2;2;30
73785901;2;1;2;2;30
73785911;2;1;2;2;60
73785921;2;1;2;2;120
73785931;3;1;2;2;90
73785941;2;1;2;2;60
73785951;2;1;2;2;30
73785961;2;1;2;2;80
73785971;3;1;2;2;999
73785981;2;1;2;2;40
73785991;2;1;2;2;120
73786001;3;1;2;2;40
73786011;3;1;2;2;999
73786021;2;1;2;2;120
73786031;2;1;2;2;30
73786041;3;1;2;2;999
73786051;2;1;2;2;120
73786061;3;1;2;2;30
73786071;1;1;2;2;5
73786081;2;1;2;2;30
73786091;3;1;2;1;10
73786101;2;2;2;2;5
73786121;1;1;2;2;8
73786131;3;2;2;2;10
73786141;2;1;2;1;8
73786161;3;1;2;2;0
73786181;2;1;2;2;10
73786191;2;1;2;2;15
73786201;2;1;2;2;20
73786211;1;1;2;2;5
73786221;1;1;2;2;5
73786231;2;1;2;2;10
73786241;2;1;2;2;5
73786251;2;1;2;2;10
73786261;1;1;2;2;5
73786271;1;1;2;2;10
73786281;1;1;2;2;4
73786291;1;1;2;2;15
73786301;1;1;2;2;5
73786311;1;1;2;2;15
73786321;2;1;2;2;20
73786331;2;1;2;2;15
73786331;2;1;2;2;15
73786341;1;1;2;2;5
73786351;1;1;2;2;10
73786361;1;1;2;2;15
73786371;2;1;2;2;5
73786381;1;1;2;2;10
73786391;1;1;2;2;10
73786401;2;1;2;2;8
73786411;1;1;2;2;5
73786421;2;1;2;2;20
73786431;2;1;2;2;10
73786441;2;1;2;2;15
73786451;2;1;2;2;15
73786461;1;1;2;2;20
73786471;1;1;1;2;25
73786481;2;1;2;2;15
73786491;2;1;2;2;1
73786501;3;2;2;2;10
73786511;3;2;2;2;10
73786521;2;1;2;2;5
73786531;2;1;2;2;5
73786541;1;1;2;2;20
73786551;2;1;2;2;10
73786561;2;1;2;2;5
73786571;2;2;2;2;15
73786581;2;1;2;2;2
73786591;2;1;2;2;20
73786611;3;1;2;2;5
73786631;1;1;2;2;10
73786641;1;1;2;2;15
73786651;2;1;2;2;15
73786661;3;1;2;2;10
73786671;1;1;2;2;60
73786681;2;1;2;2;10
73786691;1;1;2;2;15
73786701;2;1;2;2;10
73786711;2;2;2;2;5
73786721;1;1;2;2;15
73786731;1;1;2;2;10
73786741;1;1;2;2;60
73786751;2;1;2;2;10
73786761;2;1;2;2;15
73786771;3;1;2;2;20
73786781;3;1;2;2;15
73786791;2;1;2;2;10
73786801;2;1;2;2;30
73786811;2;1;2;2;20
73786821;3;2;2;2;15
73786831;2;1;2;2;0
73786841;1;1;2;2;15
73786851;3;2;2;1;45
73786861;3;1;2;2;15
73786871;2;1;2;2;30
73786881;2;1;2;2;0
73786891;2;1;2;2;18
73786901;1;1;2;2;5
73786921;1;1;2;2;10
73786931;1;1;2;2;10
73786941;1;1;2;2;15
73786951;3;1;2;2;10
73786961;1;1;2;2;25
73786971;3;1;2;2;20
73786981;3;1;2;2;15
73786991;2;1;2;2;20
73787001;3;1;2;2;10
73787011;2;1;2;2;10
73787021;2;1;2;2;5
73787031;2;1;2;2;20
73787041;2;1;2;2;60
73787051;1;1;2;2;90
73787061;1;1;2;2;60
73787071;1;1;2;2;10
73787081;1;1;2;2;10
73787091;1;1;2;2;10
73787101;1;1;2;2;15
73787111;3;1;2;2;15
73787121;1;1;2;2;10
73787131;2;1;2;2;60
73787141;1;1;2;2;120
73787151;2;1;2;2;15
73787161;2;1;2;2;25
73787171;2;1;2;2;30
73787181;2;1;2;2;60
73787191;2;1;2;2;50
73787201;3;1;2;2;20
73787211;2;1;2;2;20
73787221;2;1;2;2;30
73787231;2;1;2;2;25
73787241;2;1;2;2;30
73787241;3;1;2;2;30
73787251;2;1;2;2;30
73787261;2;1;2;2;45
73787271;3;1;2;2;0
73787281;3;1;2;2;0
73787291;2;1;2;2;0
73787301;2;1;2;2;120
73787311;3;1;2;2;0
73787321;2;1;2;2;120
73787331;3;1;2;2;0
73787341;2;1;2;2;0
73787351;2;1;2;2;0
73787361;1;1;2;2;0
73787371;1;1;2;2;120
73787381;2;1;2;2;120
73787391;2;1;2;2;0
73787401;2;1;2;2;120
73787411;1;1;2;2;0
73787421;2;1;2;2;0
73787431;2;1;2;2;120
73787441;2;1;2;2;0
73787451;1;1;2;2;0
73787461;3;2;2;2;120
73787471;4;1;2;2;0
73787481;2;1;2;2;0
73787491;3;1;2;2;120
73787501;2;1;2;2;0
73787511;3;1;2;2;0
73787521;2;1;2;2;120
73787531;2;1;2;2;0
73787541;3;1;2;2;0
73787551;3;1;2;2;0
73787561;2;1;2;2;0
73787571;2;1;2;2;0
73787581;3;1;2;2;0
73787591;2;1;2;2;0
73787601;2;1;2;1;0
73787611;2;1;1;2;120
73787621;2;1;2;2;0
73787631;3;1;2;2;120
73787641;2;1;2;2;0
73787651;3;1;2;2;0
73787661;2;1;2;2;999
73787671;2;1;2;2;0
73787681;2;1;2;2;0
73787691;2;1;2;2;0
73787701;2;1;2;2;20
73787711;2;1;2;2;50
73787721;2;1;2;2;30
73787731;2;1;2;2;40
73787741;2;1;2;2;25
73787751;2;1;2;2;30
73787761;2;1;2;2;30
73787771;2;1;2;2;30
73787781;2;1;2;2;30
73787791;2;1;2;2;5
73787801;2;1;2;1;5
73787811;2;1;2;2;10
73787821;2;1;2;2;10
73787831;2;1;2;2;5
73787841;2;1;2;2;5
73787851;2;1;2;2;5
73787861;2;1;2;2;5
73787871;2;1;2;2;10
73787881;2;1;2;2;0
73787891;2;1;2;2;0
73787901;3;1;2;2;0
73787911;2;1;2;2;0
73787921;1;1;2;2;0
73787931;3;1;2;2;0
73787941;3;1;2;2;0
73787951;2;1;2;2;0
73787961;3;1;2;2;0
73787971;2;1;2;2;0
73787981;2;1;2;2;60
73787991;2;1;2;2;0
73788001;2;1;2;2;0
73788011;2;1;2;2;0
73788021;1;1;2;2;0
73788031;3;1;2;2;0
73788041;2;1;2;2;0
73788051;2;1;2;2;0
73788061;3;1;2;2;0
73788071;3;1;2;2;0
73788081;2;1;2;2;0
73788091;2;1;2;2;0
73788101;2;1;2;2;0
73788111;2;1;2;2;0
73788121;2;1;2;2;0
73788131;1;1;2;2;0
73788151;1;1;2;2;0
73788161;1;1;2;2;120
73788181;2;1;2;2;0
73788191;1;1;2;2;0
73788211;2;1;2;2;0
73788271;2;1;2;1;20
73788281;2;1;1;2;5
73788291;2;1;2;2;15
73788311;2;1;2;2;5
73788321;2;1;2;2;15
73788331;2;1;2;2;15
73788341;2;1;2;2;10
73788351;2;1;2;2;20
73788361;2;1;2;1;15
73788371;1;1;2;2;20
73788381;2;1;2;2;18
73788391;1;1;2;2;15
73788401;2;1;2;2;25
73788411;2;1;2;2;20
73788421;2;1;2;2;10
73788431;2;1;2;2;15
73788441;3;1;2;2;20
73788451;3;2;2;1;20
73788461;2;1;2;2;20
73788471;2;1;2;2;25
73788481;2;1;2;2;10
73788491;2;1;2;2;25
73788501;2;1;2;2;15
73788511;2;1;2;2;10
73788521;2;1;2;2;20
73788531;2;1;2;2;20
73788541;2;1;2;2;15
73788551;2;1;2;2;15
73788561;2;1;2;1;15
73788571;2;1;2;2;15
73788581;2;1;2;2;45
73788591;1;1;2;2;20
73788601;2;1;2;2;15
73788611;1;1;2;2;15
73788621;2;1;2;2;30
73788631;2;1;2;2;15
73788641;3;1;2;2;15
73788651;1;1;2;2;20
73788661;2;1;2;2;15
73788671;1;2;2;2;15
73788681;2;1;2;2;15
73788691;2;1;2;1;15
73788701;1;1;2;2;20
73788711;2;1;2;2;15
73788721;2;1;2;2;18
73788731;2;1;2;2;20
73788741;1;1;2;2;15
73788751;2;1;2;2;15
73788761;2;1;2;2;20
73788771;1;1;2;2;15
73788781;2;1;2;2;15
73788791;2;1;2;2;15
73788801;2;1;2;1;60
73788811;3;1;2;1;25
73788821;2;1;2;2;15
73788831;3;1;2;2;15
73788851;2;2;2;1;25
73788861;2;1;2;2;20
73788871;2;1;2;2;20
73788881;2;1;2;2;15
73788891;2;1;2;2;15
73788901;2;1;2;2;15
73788911;2;1;2;2;15
73788921;2;1;2;2;15
73788931;2;1;2;2;15
73788941;2;1;2;1;15
73788951;2;1;2;2;50
73788961;2;1;2;2;50
73788971;2;1;2;2;25
73788981;3;1;2;2;30
73788991;2;1;2;2;0
73789001;2;1;2;2;20
73789011;2;1;2;2;25
73789021;3;1;2;2;20
73789031;2;1;2;2;30
73789041;2;1;2;2;20
73789051;3;1;2;2;35
73789061;2;1;2;2;0
73789071;3;1;2;2;0
73789081;2;1;2;2;45
73789091;2;1;2;2;25
73789101;3;1;2;2;120
73789111;3;1;2;2;0
73789121;2;1;2;2;0
73789131;2;1;2;2;0
73789141;2;1;2;2;0
73789151;2;1;2;2;0
73789161;2;1;2;2;30
73789171;3;1;2;2;25
73789181;2;1;2;2;35
73789191;2;1;2;2;60
73789201;3;1;2;2;0
73789211;2;1;2;2;30
73789221;2;1;2;2;0
73789231;2;1;2;2;60
73789241;2;1;2;2;0
73789251;2;1;2;2;0
73789261;3;1;2;2;60
73789271;2;1;2;2;0
73789281;2;1;2;2;0
73789291;3;1;2;2;60
73789301;3;1;2;2;0
73789311;2;1;2;2;60
73789321;2;1;2;2;0
73789331;3;1;2;2;40
73789341;3;1;2;2;0
73789351;2;1;2;2;0
73789361;2;1;2;2;60
73789371;2;1;2;2;0
73789381;2;1;2;2;0
73789391;3;1;2;2;60
73789401;2;1;2;2;0
73789411;2;1;2;2;0
73789421;2;1;2;2;0
73789431;2;1;2;2;60
73789441;2;1;2;2;0
73789451;3;1;2;2;60
73789461;2;1;2;2;0
73789471;2;1;2;2;10
73789481;2;1;2;2;10
73789491;2;1;2;2;15
73789501;2;1;2;2;10
73789511;2;1;2;2;20
73789521;2;1;2;2;15
73789531;2;1;2;2;99
73789541;2;1;2;2;99
73789551;2;1;2;2;99
73789561;2;1;2;2;15
73789571;2;1;2;2;15
73789581;2;1;2;2;15
73789591;2;1;2;2;20
73789611;2;1;2;2;30
73789621;2;1;2;2;99
73789631;2;1;2;2;99
73789641;2;1;2;2;99
73789651;3;1;2;2;5
73789661;2;1;2;2;8
73789671;3;1;2;2;10
73789681;2;1;2;1;5
73789691;2;1;2;2;4
73789701;2;1;2;2;5
73789711;1;1;2;2;5
73789721;2;1;2;2;10
73789731;1;1;2;2;15
73789741;2;1;1;2;10
73789751;2;1;2;2;8
73789761;1;1;2;2;5
73789771;3;1;2;2;10
73789781;2;1;2;2;10
73789791;1;1;2;2;15
73789801;1;1;2;2;5
73789821;2;1;2;2;8
73789831;2;1;2;2;8
73789841;3;1;2;2;5
73789851;3;1;2;2;2
73789861;2;1;2;2;5
73789871;3;1;2;2;3
73789881;2;2;2;2;2
73789891;1;1;2;2;3
73789901;3;1;2;2;2
73789911;3;1;2;2;5
73789921;3;1;2;2;5
73789931;2;1;2;2;5
73789941;2;1;2;2;5
73789951;3;2;2;2;5
73789961;2;1;2;2;5
73789971;3;1;2;2;20
73789981;3;1;2;2;20
73789991;3;1;2;2;60
73790001;3;1;2;2;20
73790011;2;1;2;2;10
73790021;1;1;2;2;2
73790031;2;1;2;2;3
73790041;2;1;2;2;5
73790051;2;1;2;2;20
73790061;1;1;2;2;3
73790071;2;1;2;2;10
73790081;2;1;2;2;10
73790091;2;1;2;2;10
73790101;2;1;2;2;15
73790111;2;1;2;2;10
73790131;3;1;2;2;15
73790141;2;1;2;2;5
73790151;2;1;2;2;30
73790161;3;1;2;2;40
73790171;3;1;2;2;30
73790181;3;1;2;2;30
73790201;1;2;2;2;30
73790211;2;1;2;2;25
73790231;1;1;2;2;0
73790251;2;1;2;2;0
73790261;1;1;2;2;40
73790271;1;1;2;2;0
73790281;1;1;2;2;25
73790301;2;1;2;2;120
73790311;3;1;2;2;60
73790321;2;1;2;2;60
73790361;1;2;2;2;10
73790411;2;2;2;2;30
73790501;2;1;2;2;0
73790511;4;1;2;2;0
73790521;3;1;2;2;0
73790531;3;1;2;2;0
73790541;2;1;2;2;0
73790561;2;1;2;2;45
73790571;3;1;2;2;45
73790591;2;1;2;2;20
73790601;3;1;2;2;28
73790611;3;1;2;2;10
73790621;3;1;2;2;7
73790641;3;2;1;2;0
73790651;2;2;1;2;0
73790661;3;1;2;2;0
73790691;2;1;2;2;35
73790701;2;1;2;2;30
73790731;4;1;2;2;15
73790741;3;1;2;2;15
73790751;3;1;2;2;30
73790761;2;1;2;2;10
73790771;2;1;2;2;15
73790781;3;1;2;2;35
73790791;3;1;2;2;25
73790801;3;1;2;2;10
73790811;2;1;2;2;45
73790821;2;1;2;2;45
73790831;2;1;2;2;45
73790841;3;1;2;2;45
73790851;2;1;2;2;0
73790861;2;1;2;2;0
73790871;2;1;2;2;0
73790871;2;1;2;2;0
73790881;2;2;2;1;3
73790891;2;1;2;2;5
73790901;2;1;2;2;10
73790911;2;1;2;2;5
73790951;3;2;2;2;0
73790961;2;1;2;2;30
73790971;3;1;2;2;30
73790981;3;1;2;2;30
73790991;4;1;2;2;30
73791001;4;1;2;2;25
73791011;3;1;2;2;30
73791021;2;1;2;2;0
73791031;3;1;2;2;0
73791041;4;1;2;2;0
73791051;4;1;2;2;0
73791061;1;1;2;2;0
73791071;3;1;2;2;0
73791081;3;1;2;2;0
73791091;3;1;2;2;0
73791101;4;1;2;2;0
73791111;3;1;2;2;0
73791121;3;1;2;2;0
73791131;1;1;2;2;20
73791141;2;1;2;2;0
73791151;4;1;2;2;0
73791161;4;1;2;2;0
73791171;3;1;2;2;0
73791181;4;1;2;2;0
73791191;3;1;2;2;0
73791201;3;1;2;2;0
73791211;3;1;2;2;0
73791231;2;1;2;2;0
73791241;2;1;2;2;0
73791251;4;1;2;2;0
73791261;3;1;2;2;0
73791271;4;1;2;2;0
73791281;3;1;2;2;0
73791291;3;1;2;2;0
73791301;3;1;2;2;120
73791311;4;1;2;2;0
73791321;3;1;2;2;0
73791331;4;1;2;2;0
73791341;4;1;2;2;0
73791361;2;2;2;2;0
73791371;2;1;2;2;45
73791381;2;1;2;2;45
73791391;3;1;2;2;0
73791401;2;1;2;2;45
73791411;3;1;2;2;0
73791421;2;1;2;2;0
73791431;2;2;2;2;15
73791441;2;2;2;2;15
73791451;2;2;2;2;30
73791461;2;2;2;2;25
73791471;2;2;2;2;15
73791481;2;1;2;2;15
73791491;2;2;2;2;45
73791501;2;2;2;2;45
73791511;2;2;2;2;45
73791521;1;2;2;2;0
73791531;2;2;2;2;0
73791541;2;1;2;2;0
73791551;4;2;2;2;25
73791561;4;2;1;1;0
73791571;2;2;2;1;0
73791581;4;2;2;1;0
73791591;4;1;2;2;45
73791601;4;2;2;1;0
73791611;1;2;2;2;15
73791621;3;2;2;1;0
73791631;3;2;2;2;45
73791641;2;2;2;2;15
73791651;3;1;2;2;45
73791661;2;2;2;2;10
73791671;4;2;2;2;20
73791681;2;2;2;2;15
73791691;2;2;2;2;15
73791701;2;2;2;2;10
73791711;2;1;2;2;60
73791721;3;2;2;2;0
73791731;3;1;2;2;0
73791741;2;1;2;2;60
73791751;2;1;2;2;0
73791761;2;1;2;2;45
73791771;3;1;2;2;0
73791781;3;1;2;2;0
73791791;2;1;2;2;45
73791801;3;2;2;2;0
73791811;2;1;2;2;45
73791821;3;1;2;2;15
73791831;3;2;2;2;10
73791841;3;2;2;2;15
73791851;3;1;2;2;10
73791861;2;1;2;2;0
73791871;3;1;2;2;0
73791881;4;2;1;2;0
73791891;3;2;2;2;0
73791901;3;2;2;2;0
73791911;2;1;2;2;0
73791921;3;2;1;1;0
73791931;3;1;2;2;0
73791941;3;2;2;2;0
73791951;3;2;1;2;0
73791961;3;2;1;1;0
73791971;3;2;2;2;0
73791981;2;1;2;2;0
73791991;3;1;2;1;0
73792001;2;1;2;2;0
73792011;2;1;2;2;0
73792021;3;1;2;2;0
73792031;3;1;2;2;0
73792041;3;1;2;2;0
73792051;3;1;2;2;0
73792061;3;1;2;2;0
73792071;3;1;2;2;0
73792081;2;1;2;2;0
73792101;3;1;2;2;0
73792111;3;1;2;2;0
73792121;2;1;2;2;0
73792131;2;1;2;2;0
73792141;2;1;2;2;0
73792151;3;1;2;2;0
73792161;3;1;2;2;0
73792171;3;1;2;2;0
73792181;3;2;1;2;0
73792201;3;2;2;2;0
73792211;3;2;1;2;0
73792221;3;1;2;2;0
73792231;3;2;1;2;0
73792241;2;1;2;2;0
73792251;3;1;2;2;0
73792261;3;1;2;2;0
73792271;4;2;2;2;0
73792281;2;2;2;2;0
73792291;4;1;2;2;0
73792311;3;1;2;2;0
73792321;2;1;2;2;0
73792331;2;1;2;2;0
73792351;4;1;2;2;0
73792361;4;1;2;2;0
73792371;3;1;2;2;0
73792381;3;1;2;2;0
73792391;3;1;2;2;0
73792401;3;1;2;2;0
73792411;4;1;2;2;0
73792421;4;1;2;2;0
73792431;2;1;2;2;0
73792441;3;1;2;2;0
73792451;3;1;2;2;0
73792461;2;1;2;2;0
73792471;3;1;2;2;0
73792481;3;1;2;2;0
73792491;3;2;2;2;0
73792501;3;2;2;2;0
73792511;3;1;2;2;0
73792521;3;1;2;2;0
73792531;3;1;2;2;0
73792541;3;1;2;2;0
73792551;3;1;2;2;0
73792561;3;1;2;2;0
73792571;3;1;2;2;0
73792581;3;1;2;2;0
73792591;3;2;2;2;0
73792601;2;1;2;2;0
73792611;2;1;2;2;0
73792631;3;2;2;2;0
73792641;3;1;2;2;0
73792651;3;2;2;2;0
73792661;3;2;2;2;0
73792671;4;1;2;2;30
73792681;2;2;2;2;30
73792691;3;1;2;2;0
73792701;3;1;2;2;0
73792711;3;1;2;2;0
73792721;2;1;2;2;0
73792731;3;1;2;2;0
73792741;2;1;2;2;0
73792751;3;1;2;2;0
73792761;3;1;2;2;0
73792771;3;1;2;2;0
73792781;4;1;2;2;0
73792791;3;1;2;2;0
73792801;2;1;2;2;0
73792811;3;1;2;2;0
73792821;3;1;2;2;10
73792831;2;1;2;1;10
73792841;3;1;2;2;20
73792851;3;1;2;2;15
73792861;2;1;2;2;7
73792871;3;1;2;2;10
73792881;3;1;2;1;10
73792891;3;1;2;2;8
73792901;3;1;2;2;15
73792911;3;1;2;2;15
73792921;3;2;2;2;25
73792931;2;1;2;2;15
73792941;2;1;2;2;15
73792951;3;2;2;2;0
73792961;3;1;2;2;0
73792971;3;1;2;2;0
73792981;3;2;2;1;10
73792991;2;1;2;2;8
73793001;2;2;2;2;25
73793011;3;1;2;1;10
73793021;3;2;2;1;15
73793031;3;1;2;2;7
73793041;3;2;2;1;10
73793051;3;1;2;2;10
73793061;2;1;2;2;0
73793071;3;2;2;2;15
73793081;2;1;2;2;15
73793091;3;1;2;2;10
73793101;3;2;2;2;15
73793111;2;1;2;2;5
73793121;3;2;2;2;10
73793131;3;1;2;2;5
73793141;3;1;2;2;15
73793151;3;1;2;2;0
73793161;2;2;2;2;0
73793171;3;1;2;2;0
73793181;4;2;1;2;0
73793191;3;1;2;2;0
73793201;3;1;2;2;0
73793211;3;2;2;1;10
73793221;3;1;2;2;0
73793231;2;1;2;2;20
73793241;3;1;2;2;0
73793251;3;1;2;2;0
73793261;3;2;2;2;0
73793281;3;2;2;2;0
73793291;3;2;2;2;0
73793301;3;2;2;2;0
73793311;2;1;2;2;0
73793331;3;1;2;2;15
73793341;2;1;2;2;15
73793351;2;1;2;2;5
73793361;3;1;2;2;10
73793371;3;1;2;2;10
73793381;2;1;2;2;10
73793391;3;1;2;2;15
73793401;3;2;2;1;15
73793411;3;1;2;2;15
73793421;3;1;2;2;18
73793431;3;1;2;2;10
73793441;2;1;2;2;10
73793451;3;2;2;2;15
73793601;2;1;2;2;10
73793611;2;1;2;2;30
73793621;2;1;2;2;20
73793631;2;1;2;2;10
73793641;4;1;2;2;15
73793641;2;1;2;2;15
73793651;2;1;2;2;10
73793661;2;1;2;2;20
73793671;2;1;2;2;5
73793681;2;1;2;2;10
73793691;2;1;2;2;15
73793701;2;2;2;2;0
73793711;2;2;2;2;0
73793721;2;2;2;2;30
73793721;2;2;2;2;30
73793721;2;2;2;2;30
73793731;3;2;2;2;0
73793741;3;2;2;2;0
73793751;2;2;2;2;15
73793761;2;1;2;2;0
73793771;3;2;2;2;0
73793781;2;1;2;2;30
73793791;2;2;2;2;15
73793801;3;1;2;2;25
73793811;3;1;2;2;0
73793821;3;2;2;2;15
73793831;2;1;2;2;0
73793841;2;1;2;2;10
73793851;1;1;2;2;5
73793861;2;2;2;2;18
73793871;2;1;2;2;20
73793881;2;1;2;2;10
73793891;2;1;2;2;10
73793911;2;1;2;2;10
73793921;3;1;2;2;20
73793931;1;1;2;2;30
73793941;2;1;2;2;10
73793951;2;1;2;2;25
73793961;1;1;2;2;10
73793971;2;2;2;2;30
73793981;2;1;2;2;20
73793991;2;1;2;2;30
73794001;2;1;2;2;30
73794011;2;1;2;2;35
73794021;2;2;2;2;15
73794031;1;2;2;2;15
73794041;1;2;2;2;10
73794051;2;1;2;2;25
73794051;2;1;2;2;30
73794061;2;1;2;2;10
73794071;2;1;2;2;25
73794081;2;1;2;2;10
73794091;3;2;2;2;30
73794101;2;1;2;2;15
73794111;2;1;2;2;60
73794121;2;1;2;2;10
73794131;2;1;2;2;30
73794141;2;1;2;2;30
73794151;2;1;2;2;30
73794161;3;1;2;2;30
73794171;2;1;2;2;30
73794181;2;1;2;2;30
73794191;2;1;2;2;30
73794201;3;1;2;2;10
73794211;2;1;2;2;60
73794221;2;1;2;2;60
73794231;2;1;2;2;25
73794241;2;1;2;2;60
73794251;2;1;2;2;120
73794261;2;1;2;2;60
73794271;2;1;2;2;30
73794281;2;1;2;2;30
73794291;2;1;2;2;30
73794301;2;1;2;2;30
73794311;2;1;2;2;60
73794321;2;1;2;2;60
73794331;2;1;2;2;60
73794341;2;1;2;2;60
73794351;2;1;2;2;20
73794361;2;1;2;2;60
73794371;2;1;2;2;30
73794381;2;1;2;2;60
73794391;2;1;2;2;10
73794401;2;1;2;2;15
73794411;2;1;2;2;15
73794421;2;1;2;2;10
73794431;2;1;2;2;10
73794441;2;1;2;2;10
73794451;2;1;2;2;10
73794461;2;1;2;2;15
73794471;2;1;2;2;20
73794481;2;1;2;2;10
73794491;3;1;2;2;10
73794501;3;1;2;2;12
73794511;2;1;2;2;10
73794521;3;1;2;2;20
73794531;2;1;2;2;15
73794541;2;1;2;2;15
73794551;2;1;2;2;15
73794561;3;1;2;2;10
73794571;2;1;2;2;15
73794581;1;1;2;2;30
73794591;2;1;2;2;60
73794601;2;1;2;2;20
73794611;2;1;2;2;45
73794621;2;1;2;2;20
73794631;2;1;2;2;20
73794641;2;1;2;2;60
73794651;2;2;2;2;35
73794661;2;1;2;2;60
73794671;2;1;2;2;20
73794681;2;1;2;2;20
73794691;2;1;2;2;30
73794701;2;1;2;1;120
73794711;2;1;2;2;20
73794721;2;1;2;2;20
73794731;2;2;2;2;10
73794751;2;1;2;2;45
73794761;3;1;2;2;120
73794781;2;1;2;2;20
73794791;2;1;2;2;60
73794801;2;1;2;2;120
73794811;2;1;2;2;120
73794821;2;1;2;2;60
73794831;2;1;2;2;120
73794841;2;1;2;2;60
73794851;2;1;2;2;120
73794861;2;1;2;2;120
73794871;2;1;2;2;120
73794881;2;1;2;2;60
73794891;2;1;2;2;35
73794901;1;1;2;2;40
73794911;2;1;2;2;30
73794921;3;1;2;2;60
73794931;2;1;2;2;60
73794941;3;1;2;2;30
73794951;3;2;2;2;60
73794971;2;1;2;2;30
73794981;2;1;2;2;40
73794991;2;1;2;2;60
73795001;1;1;2;2;5
73795011;2;2;2;2;25
73795021;2;1;2;2;15
73795031;2;1;2;2;3
73795041;1;1;2;2;15
73795051;2;1;2;2;3
73795061;2;1;2;2;15
73795081;1;1;2;2;15
73795091;2;1;2;2;5
73795101;2;1;2;2;80
73795111;2;1;2;2;45
73795121;2;1;2;2;10
73795131;4;2;2;2;35
73795141;2;1;2;2;20
73795151;2;2;1;2;25
73795161;2;1;2;2;5
73795171;2;1;2;2;5
73795181;2;1;2;2;8
73795191;2;1;2;2;3
73795201;2;1;2;2;5
73795211;3;1;2;2;15
73795221;2;1;2;2;5
73795231;2;1;2;2;10
73795241;2;1;2;2;25
73795251;2;1;2;2;15
73795261;2;1;2;2;15
73795271;1;1;2;2;10
73795281;1;1;2;2;20
73795291;1;1;2;2;20
73795301;2;1;2;2;12
73795311;2;1;2;2;12
73795321;2;1;2;2;11
73795331;2;1;2;2;20
73795341;2;1;2;2;12
73795351;2;1;2;2;12
73795361;2;1;2;2;7
73795371;2;1;2;2;5
73795381;2;1;2;2;10
73795391;2;1;2;2;8
73795401;4;1;2;2;8
73795411;3;1;2;2;13
73795421;3;1;2;2;15
73795441;3;1;2;2;12
73795451;2;1;2;2;25
73795461;3;1;2;2;20
